ID_Orden,Fecha_Orden,Metodo_Envio,Nombre_Cliente,Segmento,Region,Provincia,Categoria,Subcategoria,Ventas,Cantidad,Descuento,Ganancia
CR-2023-01365,2023-11-18,Express,Daniela Zuniga,Corporativo,Norte,Upala,Tecnologia,Tablets,4459.59,3,0.0,825.18
CR-2023-01365,2023-11-18,Economico,Daniela Zuniga,Corporativo,Norte,Upala,Muebles,Mesas,104.02,1,0.05,20.73
CR-2024-01366,2024-10-03,Estandar,Valentina Castro,Consumidor,Caribe,Limon,Muebles,Sillas,1180.39,2,0.05,152.81
CR-2024-01366,2024-10-03,Express,Valentina Castro,Consumidor,Caribe,Limon,Muebles,Estantes,591.96,2,0.0,103.94
CR-2022-01367,2022-10-06,Express,Andres Rojas,Consumidor,Pacifico,Guanacaste,Oficina,Papel,54.48,1,0.0,15.96
CR-2022-01367,2022-10-06,Economico,Andres Rojas,Consumidor,Pacifico,Guanacaste,Oficina,Papel,40.41,1,0.0,7.43
CR-2023-01368,2023-10-17,Economico,Mateo Calderon,Consumidor,Central,Alajuela,Muebles,Sillas,1637.4,3,0.0,294.85
CR-2023-01368,2023-10-17,Estandar,Mateo Calderon,Consumidor,Central,Alajuela,Muebles,Mesas,370.25,1,0.05,76.24
CR-2023-01369,2023-11-20,Economico,Ricardo Chaves,Corporativo,Caribe,Limon,Tecnologia,Telefonos,1387.04,2,0.1,419.04
CR-2023-01369,2023-11-20,Economico,Ricardo Chaves,Corporativo,Caribe,Limon,Muebles,Sillas,282.56,1,0.05,57.94
CR-2023-01369,2023-11-20,Economico,Ricardo Chaves,Corporativo,Caribe,Limon,Oficina,Impresion,127.41,1,0.0,22.54
CR-2024-01370,2024-10-24,Estandar,Daniela Zuniga,Consumidor,Caribe,Limon,Muebles,Sillas,778.79,2,0.05,152.32
CR-2024-01371,2024-11-23,Express,Gabriela Quesada,Corporativo,Norte,San Carlos,Muebles,Sillas,1612.09,2,0.05,317.42
CR-2024-01371,2024-11-23,Express,Gabriela Quesada,Corporativo,Norte,San Carlos,Oficina,Impresion,34.09,1,0.0,15.29
CR-2024-01371,2024-11-23,Express,Gabriela Quesada,Corporativo,Norte,San Carlos,Muebles,Estantes,682.6,2,0.0,45.61
CR-2023-01372,2023-08-11,Express,Andres Rojas,Consumidor,Caribe,Limon,Tecnologia,Tablets,771.59,2,0.05,168.17
CR-2022-01373,2022-11-17,Estandar,Fernando Arias,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,885.81,1,0.1,252.16
CR-2022-01373,2022-11-17,Express,Fernando Arias,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,1461.94,3,0.15,166.09
CR-2024-01374,2024-03-23,Express,Valentina Castro,Consumidor,Pacifico,Puntarenas,Tecnologia,Tablets,1371.63,2,0.15,451.91
CR-2024-01374,2024-03-23,Economico,Valentina Castro,Consumidor,Pacifico,Puntarenas,Tecnologia,Tablets,355.69,1,0.1,52.92
CR-2023-01375,2023-04-29,Economico,Isabella Monge,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,1244.61,3,0.0,177.6
CR-2023-01375,2023-04-29,Estandar,Isabella Monge,Consumidor,Pacifico,Puntarenas,Muebles,Estantes,527.51,1,0.0,44.25
CR-2023-01375,2023-04-29,Economico,Isabella Monge,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,1333.7,2,0.0,323.24
CR-2022-01376,2022-04-22,Express,Sebastian Vega,Corporativo,Pacifico,Guanacaste,Oficina,Impresion,115.22,2,0.0,57.24
CR-2022-01376,2022-04-22,Estandar,Sebastian Vega,Corporativo,Pacifico,Guanacaste,Tecnologia,Telefonos,1163.81,1,0.15,147.41
CR-2023-01377,2023-10-02,Economico,Lucia Sanchez,Gobierno,Norte,Upala,Tecnologia,Tablets,402.62,1,0.1,79.52
CR-2023-01377,2023-10-02,Economico,Lucia Sanchez,Gobierno,Norte,Upala,Muebles,Estantes,1804.3,3,0.1,378.2
CR-2024-01378,2024-11-02,Express,Pablo Solano,Consumidor,Norte,Upala,Oficina,Utiles,176.45,2,0.1,36.07
CR-2024-01378,2024-11-02,Economico,Pablo Solano,Consumidor,Norte,Upala,Oficina,Utiles,98.6,2,0.0,24.63
CR-2024-01379,2024-04-20,Express,Valentina Castro,Consumidor,Caribe,Limon,Tecnologia,Accesorios,1884.29,2,0.1,206.52
CR-2023-01380,2023-01-08,Express,Diego Hernandez,Consumidor,Norte,San Carlos,Oficina,Utiles,93.74,1,0.0,31.4
CR-2023-01380,2023-01-08,Express,Diego Hernandez,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,631.5,1,0.0,48.45
CR-2023-01380,2023-01-08,Express,Diego Hernandez,Consumidor,Norte,San Carlos,Oficina,Impresion,44.04,2,0.0,22.81
CR-2022-01381,2022-10-31,Economico,Sofia Vargas,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,1329.74,2,0.15,113.14
CR-2024-01382,2024-10-06,Estandar,Maria Lopez,Gobierno,Central,Heredia,Tecnologia,Accesorios,1113.34,2,0.05,59.11
CR-2024-01382,2024-10-06,Economico,Maria Lopez,Gobierno,Central,Heredia,Oficina,Organizadores,62.65,1,0.0,20.01
CR-2022-01383,2022-10-30,Estandar,Maria Lopez,Gobierno,Central,Heredia,Oficina,Papel,402.42,3,0.05,180.81
CR-2022-01383,2022-10-30,Estandar,Maria Lopez,Gobierno,Central,Heredia,Muebles,Sillas,419.66,1,0.15,73.18
CR-2022-01383,2022-10-30,Express,Maria Lopez,Gobierno,Central,Heredia,Oficina,Utiles,29.46,1,0.05,8.42
CR-2022-01384,2022-07-03,Express,Maria Lopez,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,2321.58,3,0.0,367.22
CR-2023-01385,2023-06-24,Express,Ana Mora,Consumidor,Caribe,Limon,Muebles,Sillas,635.59,1,0.1,108.82
CR-2023-01386,2023-10-22,Economico,Carlos Ramirez,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,499.15,3,0.05,60.67
CR-2023-01386,2023-10-22,Estandar,Carlos Ramirez,Consumidor,Pacifico,Puntarenas,Muebles,Mesas,871.65,2,0.1,42.22
CR-2023-01387,2023-10-05,Estandar,Carlos Ramirez,Corporativo,Caribe,Limon,Oficina,Organizadores,93.54,3,0.0,32.67
CR-2023-01387,2023-10-05,Estandar,Carlos Ramirez,Corporativo,Caribe,Limon,Tecnologia,Accesorios,1386.63,3,0.0,224.73
CR-2022-01388,2022-11-11,Economico,Valentina Castro,Consumidor,Norte,Upala,Tecnologia,Telefonos,501.29,1,0.05,93.21
CR-2022-01388,2022-11-11,Economico,Valentina Castro,Consumidor,Norte,Upala,Tecnologia,Laptops,2603.5,2,0.0,753.57
CR-2024-01389,2024-11-21,Economico,Ana Mora,Gobierno,Pacifico,Puntarenas,Tecnologia,Telefonos,572.52,2,0.0,157.88
CR-2022-01390,2022-11-04,Economico,Laura Jimenez,Consumidor,Caribe,Limon,Oficina,Impresion,33.98,1,0.0,8.75
CR-2022-01390,2022-11-04,Express,Laura Jimenez,Consumidor,Caribe,Limon,Tecnologia,Laptops,2179.13,2,0.05,392.75
CR-2022-01391,2022-03-24,Estandar,Ana Mora,Corporativo,Norte,San Carlos,Muebles,Escritorios,1024.74,2,0.0,130.85
CR-2023-01392,2023-10-08,Estandar,Daniel Cordero,Corporativo,Caribe,Limon,Oficina,Impresion,16.1,1,0.0,5.15
CR-2023-01392,2023-10-08,Economico,Daniel Cordero,Corporativo,Caribe,Limon,Oficina,Papel,218.88,2,0.0,84.1
CR-2022-01393,2022-08-22,Economico,Maria Lopez,Corporativo,Norte,San Carlos,Muebles,Escritorios,758.99,1,0.05,94.61
CR-2023-01394,2023-06-27,Estandar,Fernando Arias,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,754.98,1,0.05,16.11
CR-2023-01394,2023-06-27,Economico,Fernando Arias,Consumidor,Pacifico,Puntarenas,Tecnologia,Tablets,1000.91,1,0.0,247.54
CR-2023-01394,2023-06-27,Economico,Fernando Arias,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,1761.51,3,0.0,308.22
CR-2023-01395,2023-10-12,Express,Laura Jimenez,Consumidor,Central,San Jose,Tecnologia,Telefonos,1230.79,1,0.05,301.45
CR-2023-01395,2023-10-12,Estandar,Laura Jimenez,Consumidor,Central,San Jose,Tecnologia,Telefonos,462.01,1,0.05,26.12
CR-2024-01396,2024-06-30,Economico,Andres Rojas,Gobierno,Norte,San Carlos,Muebles,Escritorios,1093.86,2,0.0,23.86
CR-2024-01397,2024-05-01,Economico,Laura Jimenez,Consumidor,Caribe,Limon,Oficina,Papel,168.61,2,0.1,58.2
CR-2024-01397,2024-05-01,Economico,Laura Jimenez,Consumidor,Caribe,Limon,Oficina,Impresion,14.74,2,0.05,3.79
CR-2024-01398,2024-12-27,Economico,Diego Hernandez,Corporativo,Caribe,Limon,Oficina,Organizadores,32.87,1,0.0,7.82
CR-2024-01399,2024-11-17,Express,Camila Brenes,Corporativo,Norte,Upala,Muebles,Sillas,1318.86,2,0.1,215.01
CR-2024-01399,2024-11-17,Express,Camila Brenes,Corporativo,Norte,Upala,Oficina,Impresion,75.02,1,0.0,26.02
CR-2023-01400,2023-12-14,Express,Sofia Vargas,Consumidor,Central,San Jose,Tecnologia,Tablets,864.52,3,0.05,252.48
CR-2022-01401,2022-08-22,Economico,Sofia Vargas,Consumidor,Central,Alajuela,Muebles,Sillas,1350.69,2,0.05,305.46
CR-2022-01401,2022-08-22,Estandar,Sofia Vargas,Consumidor,Central,Alajuela,Oficina,Papel,33.24,3,0.1,17.79
CR-2022-01401,2022-08-22,Economico,Sofia Vargas,Consumidor,Central,Alajuela,Oficina,Papel,280.2,3,0.0,105.07
CR-2022-01402,2022-12-09,Estandar,Isabella Monge,Consumidor,Pacifico,Guanacaste,Oficina,Papel,231.81,3,0.0,68.5
CR-2022-01402,2022-12-09,Express,Isabella Monge,Consumidor,Pacifico,Guanacaste,Tecnologia,Accesorios,618.04,1,0.1,76.39
CR-2023-01403,2023-08-11,Estandar,Ricardo Chaves,Consumidor,Central,Heredia,Oficina,Utiles,91.28,1,0.1,29.09
CR-2024-01404,2024-05-28,Economico,Camila Brenes,Gobierno,Norte,Upala,Muebles,Sillas,768.48,1,0.1,142.21
CR-2024-01404,2024-05-28,Express,Camila Brenes,Gobierno,Norte,Upala,Tecnologia,Laptops,486.49,1,0.1,87.68
CR-2022-01405,2022-11-06,Economico,Andres Rojas,Gobierno,Central,Alajuela,Muebles,Estantes,1144.34,3,0.1,252.8
CR-2022-01405,2022-11-06,Economico,Andres Rojas,Gobierno,Central,Alajuela,Muebles,Escritorios,82.16,1,0.05,19.04
CR-2022-01405,2022-11-06,Express,Andres Rojas,Gobierno,Central,Alajuela,Muebles,Estantes,1732.74,3,0.05,281.02
CR-2024-01406,2024-04-08,Estandar,Diego Hernandez,Consumidor,Caribe,Limon,Oficina,Organizadores,95.46,1,0.15,25.16
CR-2024-01407,2024-12-03,Economico,Daniela Zuniga,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,1256.73,1,0.0,253.33
CR-2024-01407,2024-12-03,Estandar,Daniela Zuniga,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,586.0,2,0.0,113.69
CR-2023-01408,2023-09-03,Economico,Maria Lopez,Consumidor,Central,Heredia,Oficina,Utiles,247.98,3,0.05,90.09
CR-2023-01408,2023-09-03,Estandar,Maria Lopez,Consumidor,Central,Heredia,Muebles,Escritorios,585.63,2,0.1,88.86
CR-2024-01409,2024-11-30,Estandar,Andres Rojas,Corporativo,Central,Heredia,Muebles,Sillas,452.53,1,0.0,51.94
CR-2024-01409,2024-11-30,Economico,Andres Rojas,Corporativo,Central,Heredia,Muebles,Escritorios,808.58,1,0.0,84.85
CR-2024-01410,2024-11-28,Express,Camila Brenes,Corporativo,Caribe,Limon,Muebles,Escritorios,680.01,1,0.0,92.71
CR-2024-01410,2024-11-28,Express,Camila Brenes,Corporativo,Caribe,Limon,Tecnologia,Tablets,2761.93,2,0.05,713.52
CR-2022-01411,2022-03-08,Express,Laura Jimenez,Corporativo,Caribe,Limon,Muebles,Estantes,548.85,1,0.0,57.87
CR-2023-01412,2023-08-26,Estandar,Pablo Solano,Corporativo,Pacifico,Puntarenas,Muebles,Estantes,728.13,1,0.1,96.42
CR-2022-01413,2022-05-19,Estandar,Laura Jimenez,Corporativo,Norte,Upala,Muebles,Escritorios,648.64,1,0.1,103.34
CR-2024-01414,2024-07-10,Economico,Sebastian Vega,Consumidor,Pacifico,Guanacaste,Muebles,Escritorios,1192.59,3,0.0,36.42
CR-2024-01414,2024-07-10,Economico,Sebastian Vega,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,45.22,1,0.0,7.23
CR-2022-01415,2022-09-11,Estandar,Daniela Zuniga,Gobierno,Central,San Jose,Tecnologia,Laptops,2588.53,2,0.1,519.76
CR-2022-01415,2022-09-11,Estandar,Daniela Zuniga,Gobierno,Central,San Jose,Oficina,Impresion,140.75,1,0.0,65.41
CR-2022-01416,2022-06-23,Express,Diego Hernandez,Corporativo,Caribe,Limon,Tecnologia,Accesorios,542.94,1,0.0,113.13
CR-2022-01416,2022-06-23,Express,Diego Hernandez,Corporativo,Caribe,Limon,Tecnologia,Laptops,216.23,1,0.0,20.15
CR-2022-01416,2022-06-23,Express,Diego Hernandez,Corporativo,Caribe,Limon,Tecnologia,Telefonos,494.85,1,0.0,115.96
CR-2022-01417,2022-02-25,Estandar,Lucia Sanchez,Consumidor,Caribe,Limon,Muebles,Mesas,787.08,3,0.1,25.13
CR-2024-01418,2024-10-06,Estandar,Carlos Ramirez,Consumidor,Norte,San Carlos,Muebles,Estantes,127.0,1,0.05,29.23
CR-2022-01419,2022-12-27,Estandar,Isabella Monge,Corporativo,Pacifico,Guanacaste,Oficina,Utiles,155.12,2,0.0,56.8
CR-2024-01420,2024-05-17,Express,Daniela Zuniga,Consumidor,Norte,San Carlos,Oficina,Organizadores,140.82,3,0.0,73.71
CR-2024-01420,2024-05-17,Estandar,Daniela Zuniga,Consumidor,Norte,San Carlos,Oficina,Organizadores,70.35,2,0.15,34.26
CR-2024-01420,2024-05-17,Economico,Daniela Zuniga,Consumidor,Norte,San Carlos,Tecnologia,Laptops,568.1,2,0.0,43.7
CR-2022-01421,2022-10-14,Economico,Andres Rojas,Consumidor,Caribe,Limon,Muebles,Escritorios,2293.74,3,0.05,562.69
CR-2022-01421,2022-10-14,Economico,Andres Rojas,Consumidor,Caribe,Limon,Muebles,Estantes,844.98,3,0.0,106.26
CR-2022-01421,2022-10-14,Estandar,Andres Rojas,Consumidor,Caribe,Limon,Tecnologia,Laptops,1169.03,1,0.15,271.96
CR-2022-01422,2022-12-22,Express,Sofia Vargas,Corporativo,Norte,Upala,Oficina,Impresion,18.03,2,0.05,7.55
CR-2022-01422,2022-12-22,Estandar,Sofia Vargas,Corporativo,Norte,Upala,Oficina,Papel,51.22,1,0.1,21.96
CR-2024-01423,2024-08-05,Economico,Gabriela Quesada,Consumidor,Pacifico,Guanacaste,Muebles,Estantes,1276.1,2,0.0,265.1
CR-2023-01424,2023-11-29,Express,Maria Lopez,Consumidor,Caribe,Limon,Tecnologia,Tablets,172.0,3,0.05,14.32
CR-2023-01424,2023-11-29,Economico,Maria Lopez,Consumidor,Caribe,Limon,Tecnologia,Telefonos,1615.17,2,0.05,411.41
CR-2022-01425,2022-05-14,Economico,Diego Hernandez,Consumidor,Central,San Jose,Oficina,Organizadores,99.62,1,0.1,15.86
CR-2022-01425,2022-05-14,Economico,Diego Hernandez,Consumidor,Central,San Jose,Oficina,Papel,73.29,1,0.15,29.78
CR-2022-01425,2022-05-14,Express,Diego Hernandez,Consumidor,Central,San Jose,Muebles,Escritorios,1304.07,3,0.0,230.09
CR-2024-01426,2024-01-11,Economico,Fernando Arias,Consumidor,Central,Alajuela,Oficina,Papel,70.08,1,0.0,12.81
CR-2024-01426,2024-01-11,Estandar,Fernando Arias,Consumidor,Central,Alajuela,Oficina,Utiles,64.12,2,0.15,33.14
CR-2024-01426,2024-01-11,Estandar,Fernando Arias,Consumidor,Central,Alajuela,Muebles,Estantes,669.72,2,0.0,87.33
CR-2023-01427,2023-11-28,Economico,Diego Hernandez,Corporativo,Pacifico,Guanacaste,Tecnologia,Tablets,2694.47,2,0.05,752.38
CR-2023-01427,2023-11-28,Economico,Diego Hernandez,Corporativo,Pacifico,Guanacaste,Oficina,Papel,58.91,3,0.15,17.73
CR-2022-01428,2022-11-19,Economico,Gabriela Quesada,Corporativo,Central,Heredia,Oficina,Impresion,11.78,1,0.1,3.66
CR-2023-01429,2023-04-23,Economico,Andres Rojas,Consumidor,Central,Heredia,Oficina,Organizadores,37.41,2,0.05,6.0
CR-2023-01429,2023-04-23,Estandar,Andres Rojas,Consumidor,Central,Heredia,Oficina,Utiles,31.26,1,0.05,5.53
CR-2023-01429,2023-04-23,Estandar,Andres Rojas,Consumidor,Central,Heredia,Oficina,Utiles,74.85,1,0.05,29.82
CR-2022-01430,2022-10-09,Estandar,Fernando Arias,Consumidor,Central,San Jose,Oficina,Impresion,102.94,1,0.1,47.37
CR-2022-01430,2022-10-09,Economico,Fernando Arias,Consumidor,Central,San Jose,Muebles,Mesas,488.52,1,0.15,67.94
CR-2022-01431,2022-12-28,Express,Fernando Arias,Consumidor,Central,Heredia,Tecnologia,Accesorios,1129.2,1,0.05,291.82
CR-2022-01431,2022-12-28,Estandar,Fernando Arias,Consumidor,Central,Heredia,Oficina,Impresion,87.08,1,0.0,24.51
CR-2022-01432,2022-03-28,Economico,Daniela Zuniga,Consumidor,Central,Alajuela,Tecnologia,Tablets,674.19,2,0.15,100.76
CR-2023-01433,2023-02-25,Express,Fernando Arias,Consumidor,Central,Heredia,Tecnologia,Laptops,243.66,1,0.05,78.9
CR-2022-01434,2022-11-02,Estandar,Laura Jimenez,Gobierno,Pacifico,Puntarenas,Oficina,Papel,40.66,1,0.0,10.36
CR-2022-01435,2022-10-09,Economico,Daniela Zuniga,Gobierno,Central,Heredia,Muebles,Escritorios,1264.43,2,0.15,309.45
CR-2022-01436,2022-10-14,Economico,Mateo Calderon,Corporativo,Pacifico,Puntarenas,Oficina,Utiles,114.38,2,0.15,52.07
CR-2023-01437,2023-08-26,Express,Fernando Arias,Consumidor,Caribe,Limon,Oficina,Papel,436.26,3,0.0,79.64
CR-2023-01437,2023-08-26,Express,Fernando Arias,Consumidor,Caribe,Limon,Tecnologia,Tablets,1496.23,2,0.05,303.36
CR-2023-01437,2023-08-26,Express,Fernando Arias,Consumidor,Caribe,Limon,Tecnologia,Tablets,490.81,1,0.05,129.91
CR-2023-01438,2023-07-04,Express,Fernando Arias,Consumidor,Central,San Jose,Tecnologia,Accesorios,561.64,1,0.1,124.35
CR-2022-01439,2022-10-23,Express,Daniela Zuniga,Corporativo,Caribe,Limon,Muebles,Escritorios,475.05,1,0.05,56.76
CR-2022-01439,2022-10-23,Estandar,Daniela Zuniga,Corporativo,Caribe,Limon,Muebles,Estantes,303.88,1,0.0,24.64
CR-2022-01440,2022-12-18,Express,Diego Hernandez,Gobierno,Central,Heredia,Muebles,Estantes,111.39,1,0.0,10.66
CR-2023-01441,2023-01-26,Economico,Lucia Sanchez,Consumidor,Pacifico,Guanacaste,Muebles,Sillas,722.17,1,0.0,110.77
CR-2024-01442,2024-08-24,Express,Diego Hernandez,Consumidor,Pacifico,Guanacaste,Muebles,Estantes,516.13,2,0.05,65.97
CR-2024-01442,2024-08-24,Estandar,Diego Hernandez,Consumidor,Pacifico,Guanacaste,Tecnologia,Tablets,453.56,1,0.1,117.65
CR-2024-01443,2024-07-10,Express,Camila Brenes,Consumidor,Central,Heredia,Oficina,Impresion,11.52,2,0.1,3.29
CR-2024-01444,2024-04-06,Economico,Diego Hernandez,Corporativo,Caribe,Limon,Tecnologia,Tablets,818.55,3,0.0,195.59
CR-2024-01444,2024-04-06,Estandar,Diego Hernandez,Corporativo,Caribe,Limon,Muebles,Estantes,235.08,1,0.05,14.88
CR-2024-01445,2024-07-13,Express,Camila Brenes,Consumidor,Caribe,Limon,Tecnologia,Accesorios,2496.78,2,0.0,273.9
CR-2024-01445,2024-07-13,Economico,Camila Brenes,Consumidor,Caribe,Limon,Tecnologia,Laptops,775.82,2,0.0,52.16
CR-2022-01446,2022-12-18,Estandar,Valentina Castro,Consumidor,Norte,Upala,Muebles,Mesas,401.34,1,0.15,87.94
CR-2023-01447,2023-09-27,Express,Sebastian Vega,Corporativo,Norte,San Carlos,Oficina,Papel,108.93,1,0.0,59.52
CR-2023-01447,2023-09-27,Express,Sebastian Vega,Corporativo,Norte,San Carlos,Muebles,Escritorios,575.98,1,0.0,86.93
CR-2024-01448,2024-08-05,Express,Lucia Sanchez,Corporativo,Central,Heredia,Oficina,Utiles,107.9,1,0.1,52.86
CR-2023-01449,2023-01-03,Estandar,Valentina Castro,Consumidor,Norte,Upala,Oficina,Organizadores,37.7,2,0.0,19.01
CR-2023-01450,2023-08-21,Estandar,Daniel Cordero,Corporativo,Central,Alajuela,Muebles,Estantes,1519.39,2,0.15,57.13
CR-2023-01450,2023-08-21,Estandar,Daniel Cordero,Corporativo,Central,Alajuela,Muebles,Escritorios,427.28,1,0.05,53.96
CR-2023-01450,2023-08-21,Express,Daniel Cordero,Corporativo,Central,Alajuela,Muebles,Sillas,361.8,1,0.0,10.38
CR-2022-01451,2022-10-07,Estandar,Carlos Ramirez,Consumidor,Norte,Upala,Tecnologia,Telefonos,1030.46,1,0.05,137.82
CR-2022-01451,2022-10-07,Estandar,Carlos Ramirez,Consumidor,Norte,Upala,Tecnologia,Laptops,930.13,1,0.0,253.4
CR-2022-01452,2022-01-23,Economico,Daniel Cordero,Consumidor,Pacifico,Guanacaste,Oficina,Papel,82.18,1,0.0,33.19
CR-2022-01452,2022-01-23,Express,Daniel Cordero,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,613.78,1,0.05,19.15
CR-2023-01453,2023-05-27,Estandar,Pablo Solano,Consumidor,Pacifico,Puntarenas,Tecnologia,Telefonos,511.88,1,0.05,59.47
CR-2022-01454,2022-12-09,Estandar,Maria Lopez,Consumidor,Central,Heredia,Tecnologia,Accesorios,1404.77,1,0.0,168.18
CR-2023-01455,2023-10-25,Estandar,Isabella Monge,Consumidor,Norte,Upala,Tecnologia,Tablets,953.84,1,0.05,60.27
CR-2023-01456,2023-09-10,Economico,Diego Hernandez,Corporativo,Norte,San Carlos,Tecnologia,Telefonos,2621.46,3,0.05,664.2
CR-2023-01457,2023-11-12,Economico,Laura Jimenez,Consumidor,Caribe,Limon,Oficina,Papel,126.16,2,0.1,44.33
CR-2023-01457,2023-11-12,Express,Laura Jimenez,Consumidor,Caribe,Limon,Tecnologia,Telefonos,161.52,2,0.0,19.53
CR-2022-01458,2022-11-12,Express,Lucia Sanchez,Consumidor,Norte,Upala,Tecnologia,Telefonos,671.82,2,0.15,123.02
CR-2023-01459,2023-07-24,Estandar,Sofia Vargas,Corporativo,Central,Alajuela,Muebles,Sillas,625.91,1,0.1,61.86
CR-2023-01459,2023-07-24,Express,Sofia Vargas,Corporativo,Central,Alajuela,Oficina,Organizadores,281.79,2,0.05,67.34
CR-2023-01460,2023-01-11,Economico,Mateo Calderon,Gobierno,Central,San Jose,Tecnologia,Telefonos,969.83,1,0.0,75.19
CR-2023-01460,2023-01-11,Estandar,Mateo Calderon,Gobierno,Central,San Jose,Tecnologia,Telefonos,746.48,1,0.05,74.09
CR-2023-01460,2023-01-11,Economico,Mateo Calderon,Gobierno,Central,San Jose,Muebles,Mesas,224.68,1,0.0,27.66
CR-2023-01461,2023-07-11,Estandar,Camila Brenes,Gobierno,Norte,San Carlos,Tecnologia,Tablets,695.9,1,0.05,125.28
CR-2022-01462,2022-02-10,Express,Lucia Sanchez,Corporativo,Norte,San Carlos,Tecnologia,Tablets,851.64,1,0.0,120.72
CR-2022-01462,2022-02-10,Estandar,Lucia Sanchez,Corporativo,Norte,San Carlos,Oficina,Utiles,92.87,1,0.0,31.36
CR-2022-01463,2022-12-09,Express,Sofia Vargas,Consumidor,Caribe,Limon,Oficina,Papel,56.15,1,0.05,21.64
CR-2022-01463,2022-12-09,Express,Sofia Vargas,Consumidor,Caribe,Limon,Tecnologia,Accesorios,1216.0,2,0.0,219.96
CR-2022-01463,2022-12-09,Express,Sofia Vargas,Consumidor,Caribe,Limon,Oficina,Impresion,215.64,2,0.0,37.32
CR-2023-01464,2023-10-21,Economico,Diego Hernandez,Corporativo,Caribe,Limon,Oficina,Utiles,142.08,2,0.0,55.53
CR-2022-01465,2022-10-26,Economico,Maria Lopez,Corporativo,Norte,Upala,Tecnologia,Tablets,1320.21,1,0.0,340.02
CR-2022-01465,2022-10-26,Estandar,Maria Lopez,Corporativo,Norte,Upala,Oficina,Papel,44.69,1,0.1,19.71
CR-2023-01466,2023-12-07,Economico,Carlos Ramirez,Gobierno,Caribe,Limon,Tecnologia,Tablets,2962.38,2,0.0,210.19
CR-2023-01466,2023-12-07,Estandar,Carlos Ramirez,Gobierno,Caribe,Limon,Oficina,Utiles,65.44,1,0.0,14.43
CR-2023-01467,2023-02-10,Express,Isabella Monge,Corporativo,Central,Heredia,Tecnologia,Tablets,2274.76,2,0.0,784.53
CR-2022-01468,2022-08-12,Estandar,Lucia Sanchez,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,1037.63,2,0.05,261.32
CR-2022-01469,2022-10-06,Express,Carlos Ramirez,Consumidor,Central,San Jose,Oficina,Impresion,251.77,2,0.15,85.42
CR-2023-01470,2023-11-21,Estandar,Camila Brenes,Corporativo,Caribe,Limon,Muebles,Escritorios,1568.32,3,0.1,322.2
CR-2023-01470,2023-11-21,Estandar,Camila Brenes,Corporativo,Caribe,Limon,Oficina,Organizadores,107.54,2,0.15,17.24
CR-2023-01471,2023-05-25,Express,Maria Lopez,Corporativo,Norte,Upala,Muebles,Escritorios,93.64,1,0.0,19.27
CR-2023-01471,2023-05-25,Express,Maria Lopez,Corporativo,Norte,Upala,Tecnologia,Tablets,883.32,1,0.05,65.73
CR-2023-01471,2023-05-25,Estandar,Maria Lopez,Corporativo,Norte,Upala,Oficina,Utiles,349.06,3,0.1,93.39
CR-2024-01472,2024-12-01,Estandar,Ana Mora,Consumidor,Central,San Jose,Oficina,Impresion,425.96,3,0.05,216.63
CR-2023-01473,2023-10-09,Express,Jose Garcia,Consumidor,Central,San Jose,Muebles,Sillas,1640.34,2,0.0,130.0
CR-2022-01474,2022-10-06,Economico,Diego Hernandez,Corporativo,Norte,San Carlos,Oficina,Impresion,220.63,2,0.05,66.37
CR-2022-01474,2022-10-06,Estandar,Diego Hernandez,Corporativo,Norte,San Carlos,Oficina,Organizadores,176.58,2,0.1,83.59
CR-2022-01474,2022-10-06,Estandar,Diego Hernandez,Corporativo,Norte,San Carlos,Tecnologia,Laptops,471.92,1,0.0,107.44
CR-2024-01475,2024-11-24,Estandar,Fernando Arias,Consumidor,Norte,San Carlos,Muebles,Mesas,883.48,1,0.0,155.7
CR-2024-01475,2024-11-24,Express,Fernando Arias,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,1184.08,2,0.05,110.61
CR-2024-01476,2024-10-20,Express,Gabriela Quesada,Consumidor,Pacifico,Guanacaste,Oficina,Impresion,9.48,1,0.05,4.03
CR-2024-01476,2024-10-20,Express,Gabriela Quesada,Consumidor,Pacifico,Guanacaste,Oficina,Utiles,112.64,1,0.1,33.87
CR-2023-01477,2023-03-08,Estandar,Daniela Zuniga,Gobierno,Pacifico,Puntarenas,Muebles,Sillas,608.81,1,0.1,139.93
CR-2024-01478,2024-03-14,Express,Maria Lopez,Corporativo,Norte,Upala,Oficina,Papel,92.08,2,0.0,45.35
